rooms,size,reconstructed,garage,balcony,new,location,price
3.0,66.0,1,0,1,0,Dunajská Streda,134000.0
2.0,43.0,0,1,1,1,Trnava,180800.0
3.0,65.0,0,0,1,1,Banská Bystrica,166400.0
2.0,56.0,1,0,1,1,Spišská Nová Ves,107000.0
3.0,64.0,0,0,0,0,Šaľa,107000.0
2.0,38.0,1,0,1,1,Kysucké Nové Mesto,122900.0
3.0,63.0,0,0,1,0,Prievidza,83000.0
1.0,29.0,1,0,0,0,Dunajská Streda,89900.0
2.0,69.0,0,1,1,0,Banská Bystrica,218500.0
3.0,55.0,1,1,1,1,Malacky,237622.0
2.0,70.0,1,0,0,0,Košice,285000.0
2.0,25.0,0,0,0,1,Malacky,219000.0
1.0,30.0,1,0,0,0,Banská Bystrica,81000.0
4.0,109.0,1,0,1,0,Veľký Krtíš,150000.0
2.0,67.0,1,0,0,1,Levice,89000.0
4.0,82.0,1,0,1,0,Šaľa,125000.0
2.0,43.0,0,0,1,0,Bratislava,250000.0
3.0,30.0,1,1,0,0,Bratislava,499900.0
2.0,50.0,0,1,0,0,Bratislava,240000.0
1.0,78.0,0,0,0,0,Košice,199999.0
2.0,64.0,1,0,1,1,Košice,210000.0
3.0,69.0,1,0,1,0,Senec,169990.0
3.0,81.0,1,0,0,0,Prievidza,64000.0
3.0,80.0,0,1,1,1,Čadca,180900.0
2.0,53.0,0,0,0,1,Prievidza,132000.0
3.0,77.0,1,0,0,1,Prievidza,182000.0
3.0,40.0,0,0,0,1,Čadca,308900.0
3.0,67.0,0,0,1,0,Spišská Nová Ves,90000.0
3.0,60.0,0,0,1,0,Tvrdošín,159000.0
2.0,85.0,1,0,0,0,Bratislava,210000.0
3.0,74.0,1,0,1,0,Pezinok,185000.0
3.0,76.0,1,0,1,0,Nové Zámky,124900.0
1.0,35.0,0,0,0,0,Topoľčany,77000.0
4.0,85.0,1,1,1,0,Zvolen,155000.0
3.0,64.0,1,0,1,0,Žarnovica,129000.0
4.0,90.0,1,0,1,1,Trenčín,155900.0
4.0,82.0,1,0,1,0,Bratislava,445000.0
1.0,38.0,0,0,0,0,Bratislava,129900.0
3.0,75.0,0,1,0,1,Bratislava,244900.0
2.0,48.0,1,0,0,1,Dunajská Streda,140000.0
3.0,73.0,1,0,1,0,Lučenec,55900.0
3.0,74.0,1,0,1,0,Lučenec,65000.0
2.0,44.0,0,0,1,0,Michalovce,37900.0
3.0,150.0,0,0,0,1,Lučenec,49000.0
4.0,88.0,1,0,0,0,Bratislava,296900.0
4.0,19.0,1,0,1,1,Trebišov,127700.0
2.0,68.0,1,1,1,0,Košice,230000.0
3.0,91.0,1,0,1,0,Košice,334990.0
3.0,60.0,0,0,0,0,Trnava,199900.0
4.0,87.0,1,0,1,0,Považská Bystrica,175000.0
3.0,120.0,0,0,0,1,Sabinov,117000.0
2.0,61.0,1,0,0,0,Banská Bystrica,146800.0
2.0,60.0,0,0,0,0,Poprad,165000.0
2.0,56.0,1,1,1,1,Liptovský Mikuláš,156500.0
2.0,150.0,1,0,1,0,Rožňava,89000.0
2.0,59.0,1,0,0,0,Svidník,74500.0
4.0,105.0,0,1,1,0,Partizánske,125000.0
3.0,150.0,1,0,0,0,Detva,150000.0
1.0,36.0,0,0,0,0,Partizánske,59000.0
1.0,65.0,1,0,1,0,Prešov,85000.0
4.0,87.0,1,0,1,1,Bratislava,289000.0
3.0,79.0,1,0,1,1,Levice,138000.0
2.0,60.0,0,0,1,1,Košice,182000.0
1.0,33.0,0,0,0,0,Banská Bystrica,109000.0
2.0,52.0,1,0,0,0,Bratislava,190000.0
1.0,70.0,0,0,0,0,Poprad,80000.0
1.0,32.0,0,0,0,1,Ružomberok,109000.0
2.0,59.0,0,0,1,0,Prešov,130000.0
1.0,20.0,0,0,1,0,Dunajská Streda,60000.0
2.0,63.0,0,0,0,0,Brezno,49900.0
3.0,74.0,1,0,0,0,Detva,128000.0
2.0,64.0,1,0,1,0,Detva,89990.0
3.0,15.0,1,1,1,1,Liptovský Mikuláš,350000.0
4.0,80.0,0,1,1,1,Detva,118000.0
3.0,74.0,1,0,1,0,Trebišov,111500.0
2.0,76.0,1,0,0,0,Detva,110900.0
3.0,79.0,0,0,1,1,Detva,153000.0
1.0,40.0,1,1,0,0,Detva,66500.0
3.0,75.0,0,0,0,0,Detva,131500.0
2.0,65.0,0,1,1,1,Bratislava,217900.0
2.0,59.0,1,0,1,0,Detva,74900.0
3.0,75.0,1,0,0,0,Detva,104990.0
3.0,75.0,0,0,1,0,Martin,150000.0
1.0,37.0,1,0,1,0,Nové Zámky,77900.0
3.0,62.0,1,0,0,0,Prievidza,128900.0
3.0,65.0,1,0,1,1,Bratislava,199900.0
2.0,54.0,1,0,1,0,Zvolen,123900.0
3.0,46.0,1,0,1,0,Zvolen,149000.0
3.0,64.0,1,0,0,0,Martin,117900.0
2.0,81.0,1,0,1,0,Košice,278000.0
3.0,65.0,1,1,1,0,Trnava,165000.0
5.0,83.0,1,0,1,0,Bratislava,265000.0
5.0,83.0,1,0,1,0,Bratislava,265000.0
3.0,78.0,1,0,1,0,Spišská Nová Ves,125000.0
3.0,55.0,1,0,0,0,Prievidza,90000.0
2.0,57.0,1,0,1,0,Spišská Nová Ves,129490.0
2.0,98.0,1,0,1,1,Bratislava,340000.0
2.0,49.0,0,0,1,1,Galanta,144000.0
3.0,160.0,1,0,1,0,Prievidza,93900.0
3.0,87.0,1,1,1,0,Nitra,126000.0
3.0,78.0,1,1,1,0,Komárno,93000.0
1.0,26.0,1,0,1,0,Levice,75000.0
1.0,25.0,1,1,1,0,Galanta,38400.0
3.0,93.0,1,0,0,1,Košice,430000.0
2.0,50.0,1,1,1,0,Galanta,62000.0
2.0,56.0,1,1,1,1,Galanta,65700.0
3.0,64.0,1,0,1,0,Dunajská Streda,115000.0
3.0,68.0,1,0,1,0,Poprad,239999.0
3.0,60.0,1,0,0,0,Námestovo,139000.0
2.0,53.0,0,0,1,1,Banská Bystrica,144500.0
3.0,61.0,0,0,0,0,Trenčín,139000.0
3.0,75.0,1,0,1,1,Komárno,129999.0
1.0,49.0,1,0,1,0,Trenčín,114000.0
3.0,77.0,1,0,1,1,Bánovce nad Bebravou,88800.0
3.0,60.0,1,0,1,0,Púchov,155000.0
3.0,85.0,0,0,1,0,Vranov nad Topľou,120000.0
2.0,68.0,0,0,1,1,Bratislava,205000.0
3.0,81.0,1,1,0,0,Topoľčany,249500.0
2.0,65.0,1,0,0,0,Zvolen,138000.0
3.0,62.0,0,0,0,0,Topoľčany,127000.0
2.0,64.0,1,0,1,0,Brezno,94000.0
3.0,120.0,1,0,0,1,Dunajská Streda,78490.0
3.0,79.0,1,0,0,1,Bratislava,239900.0
2.0,68.0,1,0,1,0,Ilava,121990.0
2.0,74.0,1,0,1,0,Levice,109000.0
2.0,160.0,0,1,0,1,Košice,319000.0
3.0,45.0,1,0,1,1,Nové Mesto n.Váhom,120000.0
3.0,60.0,1,0,1,1,Nitra,157500.0
3.0,60.0,1,0,1,1,Senica,158500.0
2.0,80.0,0,0,1,1,Senica,129500.0
3.0,85.0,1,0,0,1,Košice,349999.0
2.0,54.0,0,0,1,0,Košice,179900.0
3.0,72.0,1,0,1,0,Michalovce,136000.0
1.0,31.0,1,0,1,0,Košice,154800.0
3.0,85.0,1,0,1,1,Košice,228499.0
3.0,62.0,1,0,0,0,Trenčín,175000.0
3.0,74.0,0,1,1,1,Čadca,172000.0
4.0,13.0,0,0,1,1,Michalovce,115000.0
3.0,78.0,1,0,1,1,Humenné,99000.0
2.0,57.0,0,0,0,1,Kysucké Nové Mesto,189000.0
3.0,64.0,1,0,1,0,Považská Bystrica,129900.0
3.0,61.0,1,0,0,0,Prievidza,99000.0
3.0,90.0,1,1,0,0,Trnava,175000.0
3.0,34.0,0,0,0,1,Senec,224990.0
3.0,72.0,1,0,1,0,Žiar nad Hronom,104500.0
3.0,95.0,1,0,0,0,Brezno,85000.0
3.0,83.0,1,0,1,0,Nitra,153000.0
3.0,68.0,1,0,1,0,Ilava,149000.0
2.0,80.0,1,0,1,0,Galanta,122000.0
5.0,36.0,1,0,0,0,Bratislava,257990.0
4.0,70.0,1,0,1,0,Bratislava,377999.0
3.0,72.0,1,0,1,0,Košice,235000.0
2.0,58.0,1,0,1,0,Košice,154000.0
3.0,37.0,0,0,0,1,Poprad,324800.0
3.0,69.0,0,0,1,0,Košice,239990.0
4.0,120.0,1,0,0,0,Košice,379990.0
3.0,125.0,1,0,0,0,Galanta,175900.0
2.0,46.0,1,0,1,0,Piešťany,101900.0
2.0,60.0,0,0,1,1,Rimavská Sobota,78000.0
1.0,37.0,1,0,0,0,Levice,63000.0
1.0,40.0,1,0,1,1,Rimavská Sobota,72000.0
1.0,28.0,1,0,1,0,Martin,83000.0
2.0,57.0,0,0,1,1,Banská Bystrica,135000.0
2.0,56.0,0,0,1,1,Banská Bystrica,160000.0
1.0,25.0,1,0,1,0,Poprad,84900.0
4.0,91.0,0,0,1,1,Považská Bystrica,219201.0
3.0,88.0,0,0,1,1,Galanta,163000.0
2.0,46.0,1,1,1,1,Bratislava,239990.0
2.0,60.0,1,0,0,1,Zvolen,143000.0
2.0,67.0,1,1,1,1,Bratislava,299000.0
2.0,58.0,0,0,1,1,Považská Bystrica,134226.0
3.0,45.0,1,0,0,0,Bratislava,230000.0
3.0,80.0,0,0,0,1,Skalica,49000.0
4.0,91.0,0,0,1,1,Považská Bystrica,215626.0
3.0,172.0,0,0,0,1,Považská Bystrica,197663.0
2.0,52.0,1,0,0,0,Košice,137990.0
3.0,84.0,1,0,0,1,Šaľa,135000.0
3.0,85.0,0,0,1,0,Martin,139900.0
1.0,41.0,0,0,1,0,Trenčín,113000.0
3.0,78.0,1,0,1,1,Bratislava,359000.0
1.0,28.0,0,0,1,0,Poprad,110000.0
3.0,70.0,1,1,1,0,Martin,135000.0
3.0,62.0,1,0,1,0,Martin,115000.0
4.0,84.0,0,0,0,0,Martin,166500.0
3.0,65.0,0,0,0,0,Martin,132000.0
4.0,130.0,1,1,1,0,Nitra,239990.0
3.0,115.0,1,1,1,1,Nitra,229990.0
1.0,94.0,1,0,1,0,Levice,68000.0
1.0,50.0,0,0,1,1,Bratislava,199900.0
4.0,77.0,0,0,1,1,Michalovce,129900.0
3.0,73.0,1,0,1,0,Vranov nad Topľou,112900.0
4.0,76.0,1,0,1,0,Prešov,164900.0
3.0,84.0,1,1,1,1,Lučenec,89500.0
4.0,82.0,1,1,1,1,Piešťany,151990.0
3.0,97.0,1,1,1,0,Piešťany,271990.0
3.0,67.0,1,0,1,1,Banská Štiavnica,129900.0
3.0,82.0,0,1,1,1,Lučenec,178000.0
1.0,58.0,1,0,1,0,Žilina,132000.0
3.0,74.0,1,0,1,1,Senec,176500.0
4.0,100.0,1,0,0,0,Žiar nad Hronom,160000.0
1.0,64.0,1,1,1,0,Brezno,65000.0
4.0,85.0,1,0,1,1,Nové Zámky,132000.0
2.0,86.0,1,1,0,1,Nitra,128000.0
2.0,53.0,0,0,1,1,Púchov,169990.0
3.0,92.0,1,0,0,0,Komárno,175000.0
3.0,76.0,0,0,1,0,Topoľčany,123000.0
1.0,37.0,1,0,0,0,Bánovce nad Bebravou,82990.0
3.0,77.0,0,0,0,0,Bratislava,189000.0
2.0,48.0,1,0,1,0,Ilava,123000.0
3.0,110.0,0,0,0,0,Bratislava,399000.0
1.0,30.0,1,0,0,0,Prievidza,51500.0
3.0,64.0,1,0,1,1,Brezno,92500.0
2.0,59.0,1,0,1,0,Banská Bystrica,147500.0
3.0,56.0,1,0,1,0,Trenčín,115990.0
1.0,33.0,0,0,1,0,Bratislava,149990.0
2.0,63.0,1,0,0,0,Prievidza,76000.0
4.0,78.0,1,0,1,0,Piešťany,152900.0
2.0,58.0,1,0,1,1,Košice,208900.0
3.0,76.0,1,0,0,0,Košice,174900.0
5.0,35.0,0,0,0,1,Košice,179000.0
4.0,68.0,1,1,1,0,Nové Zámky,57000.0
3.0,72.0,1,0,1,1,Nové Zámky,108000.0
2.0,63.0,1,0,1,1,Nové Zámky,110000.0
3.0,97.0,1,0,1,0,Spišská Nová Ves,130000.0
3.0,82.0,1,0,1,0,Topoľčany,160000.0
3.0,67.0,0,0,0,0,Bratislava,285000.0
2.0,85.0,0,0,0,0,Šaľa,35000.0
3.0,82.0,1,0,1,0,Partizánske,130000.0
4.0,81.0,1,0,1,0,Galanta,133000.0
2.0,68.0,1,0,0,1,Senec,198000.0
3.0,65.0,1,0,0,0,Liptovský Mikuláš,147000.0
3.0,72.0,0,0,1,1,Šaľa,138000.0
3.0,72.0,0,0,1,1,Šaľa,138000.0
3.0,64.0,1,0,0,0,Bratislava,244900.0
3.0,76.0,0,0,0,0,Bratislava,295000.0
3.0,84.0,1,0,1,0,Levice,110000.0
2.0,50.0,1,1,1,1,Lučenec,89500.0
3.0,155.0,0,1,1,1,Žilina,299000.0
2.0,70.0,0,0,0,0,Snina,81000.0
3.0,87.0,1,0,1,0,Detva,113000.0
3.0,66.0,0,0,1,1,Liptovský Mikuláš,125000.0
1.0,39.0,1,0,0,0,Detva,53800.0
3.0,73.0,0,0,0,1,Zlaté Moravce,142000.0
3.0,39.0,1,0,0,1,Prešov,39000.0
3.0,66.0,1,0,1,1,Nové Zámky,116500.0
1.0,62.0,0,0,0,1,Banská Bystrica,135000.0
2.0,70.0,1,0,0,0,Prešov,132000.0
1.0,42.0,0,0,1,0,Prešov,125500.0
2.0,57.0,1,0,0,0,Komárno,85000.0
2.0,42.0,1,0,1,0,Prešov,123999.0
4.0,80.0,1,1,1,1,Prešov,154990.0
3.0,92.0,0,0,0,1,Galanta,199900.0
3.0,76.0,1,0,0,0,Košice,220000.0
2.0,70.0,1,0,0,1,Košice,250000.0
3.0,64.0,1,0,1,0,Bratislava,227000.0
3.0,78.0,1,1,1,0,Nitra,167000.0
2.0,98.0,0,1,1,0,Dunajská Streda,101800.0
3.0,65.0,1,0,1,1,Dunajská Streda,167600.0
3.0,76.0,1,0,0,1,Dunajská Streda,84000.0
2.0,108.0,0,0,1,0,Brezno,243500.0
1.0,78.0,0,0,1,0,Brezno,162000.0
2.0,96.0,0,0,1,1,Bratislava,249900.0
2.0,35.0,1,0,1,1,Liptovský Mikuláš,120000.0
2.0,76.0,0,0,1,0,Liptovský Mikuláš,430000.0
4.0,60.0,1,0,1,0,Lučenec,113900.0
3.0,75.0,1,0,1,0,Levice,92990.0
3.0,65.0,1,0,1,0,Levice,99990.0
2.0,67.0,1,0,0,0,Žilina,250000.0
3.0,70.0,1,0,1,1,Prešov,183500.0
3.0,75.0,1,0,1,0,Prievidza,79500.0
2.0,60.0,0,0,1,0,Žarnovica,83500.0
4.0,79.0,0,0,0,1,Levice,123900.0
2.0,49.0,1,0,1,1,Košice,149000.0
2.0,57.0,1,0,1,1,Galanta,150000.0
3.0,80.0,1,0,0,1,Prievidza,277900.0
4.0,77.0,0,1,1,0,Poprad,97000.0
3.0,64.0,1,0,1,0,Galanta,140000.0
4.0,98.0,1,0,1,0,Štúrovo,108000.0
1.0,30.0,0,0,0,0,Zvolen,65000.0
2.0,41.0,0,0,1,1,Košice,182000.0
3.0,62.0,1,0,1,1,Trebišov,79700.0
3.0,73.0,1,0,0,0,Banská Bystrica,165500.0
4.0,100.0,1,0,1,1,Nitra,230000.0
3.0,23.0,0,0,0,0,Poprad,169900.0
3.0,70.0,1,0,1,1,Martin,159900.0
4.0,85.0,1,0,1,0,Dunajská Streda,147900.0
2.0,48.0,0,0,0,1,Košice,204900.0
3.0,70.0,0,0,0,0,Banská Bystrica,159000.0
1.0,41.0,0,0,1,0,Galanta,92000.0
2.0,52.0,1,0,1,0,Detva,80000.0
3.0,54.0,1,0,1,1,Bratislava,259000.0
3.0,68.0,1,0,0,1,Košice,225000.0
3.0,145.0,1,0,0,1,Trebišov,139000.0
1.0,33.0,1,0,0,1,Komárno,69000.0
3.0,63.0,0,0,0,0,Kysucké Nové Mesto,115000.0
3.0,41.0,0,0,1,0,Martin,144000.0
2.0,66.0,0,0,1,0,Piešťany,156000.0
3.0,55.0,1,0,0,1,Košice,189000.0
1.0,36.0,1,0,0,0,Trenčín,119900.0
4.0,96.0,1,0,0,0,Nové Zámky,144500.0
3.0,45.0,0,0,1,0,Bardejov,139990.0
3.0,74.0,1,0,0,1,Prievidza,130000.0
2.0,53.0,0,0,1,0,Bratislava,174900.0
4.0,113.0,0,1,1,1,Bratislava,365000.0
2.0,28.0,1,0,1,1,Bardejov,134500.0
3.0,65.0,1,0,1,0,Banská Bystrica,160000.0
2.0,50.0,1,0,1,0,Čadca,130000.0
1.0,22.0,0,0,1,1,Prešov,110000.0
4.0,100.0,0,1,0,0,Čadca,169000.0
3.0,84.0,1,0,1,0,Skalica,138000.0
3.0,46.0,0,0,1,1,Galanta,115500.0
3.0,15.0,0,0,0,1,Poprad,80000.0
2.0,38.0,0,0,1,1,Senec,174900.0
3.0,81.0,1,0,1,0,Krupina,95000.0
3.0,72.0,1,0,1,1,Košice,199900.0
3.0,68.0,0,0,0,0,Michalovce,53000.0
3.0,72.0,0,1,1,0,Trebišov,92000.0
2.0,64.0,0,0,1,1,Zvolen,210000.0
1.0,36.0,1,0,0,0,Spišská Nová Ves,69900.0
3.0,70.0,0,0,1,1,Stropkov,99500.0
2.0,68.0,1,0,0,1,Stropkov,61900.0
3.0,70.0,1,1,1,1,Trenčín,159000.0
2.0,65.0,1,0,1,1,Levice,87000.0
3.0,86.0,1,1,1,0,Žilina,299900.0
2.0,55.0,0,0,1,0,Košice,190000.0
3.0,75.0,1,0,1,1,Šaľa,120000.0
2.0,42.0,1,0,1,0,Košice,152989.0
3.0,65.0,1,0,1,1,Malacky,156000.0
3.0,65.0,1,0,1,1,Prešov,139900.0
2.0,65.0,0,0,1,0,Trenčín,123000.0
2.0,58.0,1,0,0,0,Komárno,91900.0
2.0,58.0,0,0,1,1,Košice,254900.0
2.0,58.0,0,1,1,1,Bratislava,229000.0
5.0,94.0,1,0,0,1,Bratislava,338900.0
2.0,62.0,0,0,0,0,Trenčín,99000.0
2.0,49.0,0,0,1,1,Piešťany,147000.0
2.0,45.0,1,0,0,1,Košice,53000.0
4.0,77.0,1,1,1,1,Bratislava,399000.0
3.0,79.0,0,0,1,0,Senec,231700.0
4.0,52.0,0,0,0,0,Senec,232100.0
3.0,42.0,0,0,1,1,Senec,224300.0
3.0,64.0,1,0,0,1,Dunajská Streda,184990.0
2.0,49.0,0,0,0,1,Bratislava,250000.0
2.0,41.0,0,0,1,0,Žilina,166050.0
3.0,38.0,0,0,1,0,Bratislava,450000.0
2.0,85.0,0,0,1,1,Senec,167900.0
2.0,14.0,1,1,1,1,Bratislava,262500.0
1.0,46.0,0,0,0,1,Brezno,89000.0
3.0,63.0,0,0,1,1,Brezno,93500.0
2.0,13.0,1,0,1,1,Brezno,193900.0
2.0,58.0,0,0,1,1,Trnava,159900.0
3.0,75.0,0,0,1,0,Bratislava,278000.0
1.0,59.0,0,0,0,0,Trnava,134000.0
4.0,63.0,1,0,1,1,Žilina,198000.0
2.0,15.0,1,0,1,1,Poprad,218000.0
3.0,74.0,1,0,1,0,Michalovce,141900.0
3.0,65.0,0,0,0,0,Piešťany,156000.0
3.0,69.0,1,0,1,0,Michalovce,117900.0
2.0,42.0,1,0,1,0,Rimavská Sobota,65000.0
3.0,80.0,1,0,1,0,Komárno,88000.0
2.0,53.0,1,0,1,1,Humenné,84000.0
2.0,56.0,1,0,1,1,Partizánske,75000.0
3.0,86.0,0,0,1,1,Trebišov,31500.0
3.0,54.0,1,0,1,0,Piešťany,159000.0
2.0,77.0,0,0,1,0,Bratislava,215000.0
2.0,60.0,1,0,1,0,Tvrdošín,138000.0
1.0,45.0,0,0,0,0,Bratislava,185000.0
2.0,45.0,0,1,1,0,Nitra,175000.0
1.0,35.0,1,0,0,0,Prešov,120000.0
4.0,42.0,0,0,1,0,Zvolen,83000.0
4.0,85.0,1,0,1,0,Bratislava,270000.0
3.0,62.0,1,0,0,0,Prievidza,91900.0
3.0,77.0,0,0,1,1,Bratislava,480000.0
3.0,74.0,1,0,1,1,Šaľa,126990.0
2.0,48.0,0,0,1,1,Žilina,159000.0
2.0,42.0,0,0,1,1,Liptovský Mikuláš,135000.0
2.0,49.0,0,0,1,1,Košice,210000.0
1.0,84.0,1,0,0,1,Skalica,75000.0
2.0,71.0,1,0,0,0,Skalica,104000.0
2.0,87.0,1,1,1,1,Liptovský Mikuláš,249000.0
3.0,71.0,1,0,1,1,Košice,220000.0
3.0,14.0,0,0,1,0,Spišská Nová Ves,115000.0
3.0,133.0,1,0,1,0,Spišská Nová Ves,299000.0
2.0,83.0,1,0,0,0,Spišská Nová Ves,249000.0
2.0,86.0,1,0,1,0,Spišská Nová Ves,229000.0
2.0,56.0,1,0,1,0,Humenné,80000.0
3.0,70.0,0,0,0,0,Prešov,168000.0
2.0,54.0,1,0,0,0,Spišská Nová Ves,122000.0
3.0,69.0,0,1,1,0,Liptovský Mikuláš,480000.0
2.0,58.0,1,0,1,1,Michalovce,145000.0
3.0,91.0,1,0,1,0,Dunajská Streda,132000.0
3.0,17.0,0,0,1,0,Banská Bystrica,159000.0
5.0,36.0,1,0,0,0,Košice,190000.0
1.0,37.0,0,0,0,0,Bratislava,143000.0
2.0,56.0,0,1,1,1,Trnava,186000.0
1.0,23.0,1,0,0,1,Trnava,118000.0
3.0,160.0,1,0,0,0,Lučenec,93000.0
1.0,37.0,0,0,1,1,Nové Mesto n.Váhom,80300.0
2.0,50.0,0,0,1,1,Nové Mesto n.Váhom,105000.0
3.0,75.0,0,0,1,1,Nové Mesto n.Váhom,134640.0
1.0,35.0,0,0,0,1,Nové Mesto n.Váhom,78800.0
3.0,77.0,1,0,1,0,Komárno,98800.0
2.0,54.0,1,0,1,1,Skalica,98000.0
3.0,64.0,0,0,1,0,Skalica,123000.0
3.0,77.0,1,0,1,0,Skalica,123000.0
2.0,56.0,0,0,0,0,Prievidza,45000.0
3.0,84.0,1,0,0,1,Žiar nad Hronom,135000.0
2.0,50.0,0,0,0,0,Spišská Nová Ves,37000.0
3.0,48.0,1,0,0,0,Bratislava,238900.0
3.0,120.0,1,0,0,0,Spišská Nová Ves,45000.0
4.0,76.0,1,0,1,1,Bratislava,215000.0
1.0,26.0,1,0,1,0,Komárno,64900.0
3.0,100.0,0,1,1,0,Galanta,169990.0
3.0,60.0,1,0,0,0,Komárno,74900.0
2.0,66.0,1,0,1,0,Martin,112000.0
3.0,83.0,1,1,1,1,Košice,299000.0
2.0,64.0,1,0,0,0,Nitra,154900.0
3.0,68.0,0,0,1,0,Prešov,158900.0
2.0,68.0,0,0,1,0,Šaľa,90000.0
4.0,84.0,0,0,1,0,Martin,168000.0
5.0,65.0,1,0,1,0,Medzilaborce,52000.0
2.0,60.0,0,0,1,1,Bratislava,200000.0
3.0,83.0,1,0,1,1,Šaľa,117000.0
2.0,72.0,1,0,0,0,Spišská Nová Ves,110000.0
1.0,38.0,1,0,0,1,Myjava,74000.0
3.0,83.0,0,0,1,1,Trnava,129900.0
1.0,31.0,0,0,0,1,Dunajská Streda,94000.0
1.0,32.0,0,0,0,1,Bratislava,194000.0
1.0,85.0,0,1,0,0,Štúrovo,84800.0
2.0,22.0,0,1,1,0,Štúrovo,135900.0
5.0,38.0,1,0,0,0,Košice,185000.0
3.0,66.0,1,0,1,0,Banská Bystrica,158000.0
2.0,73.0,1,0,1,1,Liptovský Mikuláš,175000.0
3.0,63.0,1,0,1,1,Liptovský Mikuláš,185000.0
2.0,52.0,1,0,1,1,Poprad,174990.0
3.0,77.0,1,0,1,1,Košice-okolie,114990.0
3.0,78.0,1,0,0,0,Pezinok,200000.0
3.0,120.0,1,0,1,0,Brezno,46000.0
2.0,53.0,1,0,1,1,Rimavská Sobota,36000.0
2.0,120.0,1,1,1,0,Trnava,131000.0
3.0,68.0,1,0,1,0,Prievidza,114900.0
2.0,18.0,0,0,1,1,Trnava,225000.0
2.0,54.0,0,0,0,0,Prešov,138990.0
3.0,72.0,1,0,1,0,Žilina,187000.0
2.0,51.0,0,0,1,0,Bratislava,99500.0
4.0,91.0,1,0,0,0,Dunajská Streda,240000.0
3.0,70.0,1,0,1,0,Michalovce,139900.0
3.0,31.0,0,0,1,1,Piešťany,226000.0
5.0,42.0,1,0,1,0,Košice,158000.0
4.0,57.0,0,0,0,1,Malacky,252000.0
1.0,43.0,1,0,1,1,Bratislava,189000.0
3.0,70.0,1,0,1,0,Prievidza,118500.0
2.0,65.0,0,1,1,1,Poprad,242000.0
2.0,71.0,0,1,0,1,Brezno,164000.0
3.0,72.0,1,0,0,0,Trnava,180000.0
4.0,84.0,1,0,1,1,Šaľa,129900.0
2.0,63.0,1,0,1,0,Košice,199000.0
4.0,81.0,1,0,1,0,Michalovce,142000.0
1.0,28.0,1,0,0,0,Komárno,59900.0
3.0,67.0,0,0,1,0,Sabinov,115500.0
2.0,63.0,0,0,1,1,Banská Bystrica,149888.0
2.0,128.0,0,0,1,0,Košice,490000.0
2.0,53.0,1,0,1,0,Tvrdošín,118000.0
4.0,162.0,1,1,0,1,Košice,444000.0
3.0,77.0,1,0,1,0,Poprad,90000.0
3.0,82.0,0,0,1,0,Košice,176900.0
2.0,42.0,1,0,1,0,Košice,108000.0
2.0,52.0,1,0,0,0,Košice,183500.0
3.0,78.0,1,0,0,1,Prievidza,148900.0
2.0,67.0,1,0,1,1,Brezno,173970.0
4.0,33.0,1,1,0,1,Žilina,396000.0
2.0,49.0,1,0,1,0,Lučenec,89500.0
3.0,76.0,1,0,0,0,Žarnovica,139900.0
3.0,88.0,1,1,0,0,Bratislava,420000.0
1.0,32.0,1,0,0,0,Ilava,75000.0
2.0,41.0,1,0,0,0,Dunajská Streda,123000.0
3.0,81.0,1,0,1,1,Dunajská Streda,135900.0
2.0,73.0,1,0,1,0,Banská Bystrica,105000.0
4.0,111.0,0,0,0,1,Prievidza,125000.0
2.0,90.0,1,0,0,1,Levice,94000.0
1.0,36.0,0,0,0,1,Kežmarok,75000.0
3.0,61.0,1,1,1,0,Hurbanovo,88000.0
3.0,97.0,0,0,0,0,Nitra,178900.0
3.0,70.0,1,0,1,0,Kežmarok,150000.0
3.0,46.0,0,0,0,0,Galanta,177230.0
5.0,69.0,0,0,1,0,Vranov nad Topľou,122000.0
2.0,59.0,1,0,0,0,Galanta,136800.0
3.0,72.0,1,0,1,1,Skalica,129000.0
4.0,84.0,1,0,0,0,Šaľa,105000.0
4.0,26.0,1,0,1,0,Piešťany,143000.0
2.0,59.0,1,0,0,0,Košice,254500.0
3.0,21.0,0,1,0,0,Šaľa,100000.0
3.0,96.0,0,0,0,0,Piešťany,300000.0
2.0,20.0,1,0,1,1,Nové Mesto n.Váhom,159000.0
3.0,73.0,1,0,1,1,Bratislava,259900.0
2.0,51.0,1,0,1,1,Skalica,98000.0
2.0,65.0,0,0,0,0,Bratislava,264000.0
2.0,59.0,1,0,1,0,Michalovce,119900.0
3.0,69.0,1,0,1,1,Senica,118000.0
2.0,52.0,0,0,1,1,Ružomberok,149900.0
3.0,83.0,1,0,1,0,Lučenec,52500.0
1.0,38.0,0,0,1,0,Spišská Nová Ves,69900.0
3.0,52.0,1,0,1,1,Bratislava,209900.0
4.0,74.0,1,0,0,0,Detva,103500.0
5.0,56.0,0,0,0,0,Prievidza,75500.0
4.0,172.0,0,1,1,1,Bratislava,555000.0
2.0,40.0,1,0,0,1,Trnava,130000.0
4.0,79.0,0,0,1,0,Žarnovica,129000.0
2.0,52.0,1,0,0,0,Levice,63000.0
1.0,35.0,1,0,1,1,Bratislava,160000.0
2.0,64.0,1,0,1,0,Nitra,170000.0
3.0,85.0,0,0,1,0,Levice,117500.0
3.0,75.0,1,0,1,0,Bardejov,159999.0
